lda_topic,topic_hits,lda_word,lda_word_prob,hit,word_hit_count,anno_score,topic_anno,anno_w_type,anno_w_mass,anno_w_anno
6,2,,,,4,0.69184440354823873,B_Fragment ions indicative for N-acetylputrescine substructure (MzCloud),,,
,,Loss_59.03704,0.67967735793423834,hit,,,,Loss,59.03711378804,C2H5NO
,,Loss_87.06827,0.21318614247656051,,,,,Frag,114.09188901302,C6H12NO
,,Loss_115.06317,0.03250557438169048,,,,,Frag,72.04493882018,C3H6NO
,,Frag_125.10717,0.014760529312239569,,,,,Frag,60.04493882018,C2H6NO
6,2,,,,2,0.89286350041079887,B_Combinations of small generic losses like C2H2O + NH3 = C2H5NO,,,
,,Loss_59.03704,0.67967735793423834,hit,,,,Loss,59.03711378804,C2H5NO
,,Loss_87.06827,0.21318614247656051,hit,,,,Loss,89.04767847442,C3H7NO2
,,Loss_115.06317,0.03250557438169048,,,,,Loss,30.01056468638,CH2O
,,Frag_125.10717,0.014760529312239569,,,,,Loss,87.0684139166,C4H9NO
7,0,,,,,,,,,
,,Loss_183.06394,0.11325437195423756,,,,,,,
,,Loss_142.03778,0.091229362503215117,,,,,,,
,,Frag_166.09802,0.078600270602276701,,,,,,,
,,Loss_154.02617,0.064724446882809178,,,,,,,
,,Loss_170.10526,0.052224558474561478,,,,,,,
,,Loss_170.02123,0.02854174704664866,,,,,,,
,,Frag_138.10224,0.026384249838081214,,,,,,,
,,Frag_142.05019,0.025589832667591697,,,,,,,
,,Loss_191.05687,0.022785238642792138,,,,,,,
,,Loss_173.07974,0.02227118013543624,,,,,,,
,,Loss_155.06941,0.021085703878544103,,,,,,,
,,Frag_114.05488,0.01924490409370113,,,,,,,
,,Loss_124.01593,0.016061521264187906,,,,,,,
,,Loss_86.04797,0.013842095097516174,,,,,,,
,,Frag_371.18537,0.013731234516788739,,,,,,,
,,Loss_133.05009,0.012684625510997041,,,,,,,
,,Frag_68.04961,0.012455776256382722,,,,,,,
,,Frag_121.07619,0.011905231020581511,,,,,,,
,,Loss_74.00032,0.01181109088158078,,,,,,,
,,Loss_154.03786,0.01143277061529337,,,,,,,
,,Frag_184.10903,0.011120507346945311,,,,,,,
8,3,,,,1,0.95575603320189295,B_,,,
,,Frag_53.00251,0.95575603320189295,hit,,,,Frag,67.05477522498,C5H7
,,Loss_42.05782,0.029726326234383732,,,,,Frag,53.002739654239996,C3HO
8,3,,,,1,0.95575603320189295,B_Possibly suggests 2-pyyrolidine substructure ? Mass2Motif not consistent over the four beers.,,,
,,Frag_53.00251,0.95575603320189295,hit,,,,Frag,86.06058888445999,C4H8NO
,,Loss_42.05782,0.029726326234383732,,,,,Frag,68.05002419808,C4H6N
,,,,,,,,Frag,69.0340397828,C4H5O
,,,,,,,,Frag,53.002739654239996,C3HO
8,3,,,,1,0.95575603320189295,"B_Two small fragments, unclear if they represent a substructure",,,
,,Frag_53.00251,0.95575603320189295,hit,,,,Frag,69.07042528926,C5H9
,,Loss_42.05782,0.029726326234383732,,,,,Frag,53.002739654239996,C3HO
9,2,,,,1,0.61319229580067691,U_Mass2Motif related to loss of alanine and subsequently a carboxylic acid (CHOOH) group,,,
,,Loss_89.04756,0.61319229580067691,hit,,,,Loss,89.04767847442,C3H7NO2
,,Frag_74.0059,0.045223782195835414,,,,,Loss,135.0531577829,C4H9NO4
,,Frag_73.01071,0.026285461420545459,,,,,,,
,,Frag_75.01373,0.0216151564831292,,,,,,,
,,Loss_168.0091,0.015162899402842224,,,,,,,
,,Loss_163.04788,0.015091948827261387,,,,,,,
,,Frag_120.01125,0.014635780744879753,,,,,,,
,,Frag_116.05291,0.014241467733351509,,,,,,,
,,Frag_78.96705,0.013140137894543786,,,,,,,
,,Loss_121.01982,0.012333653741277949,,,,,,,
,,Loss_78.0618,0.011430195928111495,,,,,,,
,,Loss_107.05815,0.011125036012411667,,,,,,,
9,2,,,,1,0.61319229580067691,B_Combinations of small generic losses like C2H2O + NH3 = C2H5NO,,,
,,Loss_89.04756,0.61319229580067691,hit,,,,Loss,59.03711378804,C2H5NO
,,Frag_74.0059,0.045223782195835414,,,,,Loss,89.04767847442,C3H7NO2
,,Frag_73.01071,0.026285461420545459,,,,,Loss,30.01056468638,CH2O
,,Frag_75.01373,0.0216151564831292,,,,,Loss,87.0684139166,C4H9NO
,,Loss_168.0091,0.015162899402842224,,,,,,,
,,Loss_163.04788,0.015091948827261387,,,,,,,
,,Frag_120.01125,0.014635780744879753,,,,,,,
,,Frag_116.05291,0.014241467733351509,,,,,,,
,,Frag_78.96705,0.013140137894543786,,,,,,,
,,Loss_121.01982,0.012333653741277949,,,,,,,
,,Loss_78.0618,0.011430195928111495,,,,,,,
,,Loss_107.05815,0.011125036012411667,,,,,,,
10,0,,,,,,,,,
,,Loss_74.03667,0.8649573412107544,,,,,,,
,,Loss_178.05962,0.037821240511822493,,,,,,,
,,Loss_73.02864,0.023161684304220064,,,,,,,
11,0,,,,,,,,,
,,Frag_138.05464,0.21892392548092604,,,,,,,
,,Loss_119.07002,0.12276031128663914,,,,,,,
,,Frag_153.06566,0.10305128706476421,,,,,,,
,,Frag_92.0494,0.099662266007760444,,,,,,,
,,Frag_154.04928,0.052106044855803071,,,,,,,
,,Loss_41.03865,0.041418552445616964,,,,,,,
,,Loss_125.01116,0.039791019253339312,,,,,,,
,,Loss_24.03668,0.039654329937847239,,,,,,,
,,Frag_195.0777,0.037782590339939644,,,,,,,
,,Loss_176.09106,0.02764941017959216,,,,,,,
,,Frag_74.07116,0.024719344481145995,,,,,,,
,,Loss_142.03778,0.019447713997050774,,,,,,,
,,Loss_115.06317,0.014742026529001093,,,,,,,
,,Loss_73.0638,0.014705177802457847,,,,,,,
12,0,,,,,,,,,
,,Frag_230.0824,0.15207871180753207,,,,,,,
,,Frag_127.07548,0.13159025354823317,,,,,,,
,,Frag_345.20396,0.087193150498396904,,,,,,,
,,Loss_92.08341,0.057334852561414788,,,,,,,
,,Frag_188.07026,0.045735433266436858,,,,,,,
,,Loss_159.02492,0.030633976451160914,,,,,,,
,,Frag_118.79444,0.02900033044060776,,,,,,,
,,Frag_332.10827,0.025026729276744378,,,,,,,
,,Frag_270.11126,0.023198557203543552,,,,,,,
,,Frag_143.03207,0.022818853963059074,,,,,,,
,,Frag_261.14716,0.022514379642888497,,,,,,,
,,Loss_171.02444,0.020415487061634863,,,,,,,
,,Frag_239.0904,0.018139107550027858,,,,,,,
,,Loss_80.01109,0.017976703623124257,,,,,,,
,,Frag_71.01285,0.017688889580933738,,,,,,,
,,Loss_184.07325,0.013155328781046135,,,,,,,
,,Frag_191.0403,0.011108213343684351,,,,,,,
,,Loss_169.14658,0.010846010116302486,,,,,,,
,,Frag_248.12824,0.010197905417073768,,,,,,,
13,2,,,,2,0.8930201213725476,"B_Combination of small losses (CO2, H2O, etc.) ? Unclear if they relate to a substructure loss.",,,
,,Loss_64.01589,0.84979983437423923,hit,,,,Loss,64.01604399486,CH4O3
,,Loss_18.01047,0.050763578790581722,,,,,Loss,92.01095861696,C2H4O4
,,Loss_92.01088,0.043220286998308426,hit,,,,,,
,,Loss_77.02374,0.011033592371765067,,,,,,,
13,2,,,,1,0.84979983437423923,B_Possibly suggests iminosugar like substructure. Losses related to sugar (polyhydroxylated structure),,,
,,Loss_64.01589,0.84979983437423923,hit,,,,Loss,36.02112937276,H4O2
,,Loss_18.01047,0.050763578790581722,,,,,Loss,162.05282343189998,C6H10O5
,,Loss_92.01088,0.043220286998308426,,,,,Loss,138.05550350656,C7H8NO2
,,Loss_77.02374,0.011033592371765067,,,,,Loss,196.05830274038,C6H12O7
,,,,,,,,Loss,150.05282343189998,C5H10O5
,,,,,,,,Loss,64.01604399486,CH4O3
,,,,,,,,Loss,184.05830274038,C5H12O7
,,,,,,,,Frag,112.03985344227999,C5H6NO2
,,,,,,,,Frag,87.03202841013999,C3H5NO2
14,3,,,,2,0.54601403971583096,U_N-acetylneuraminic acid related Mass2Motif ? N-acetylneuraminic acid fragments found in MzCloud ? and match to NIST_msms,,,
,,Frag_96.04454,0.54251035509253098,hit,,,,Frag,60.04493882018,C2H6NO
,,Frag_140.01679,0.10275866696625034,,,,,Frag,96.04493882018,C5H6NO
,,Frag_208.04286,0.055541245084944853,,,,,Frag,68.05002419808,C4H6N
,,Frag_166.03203,0.050108080327128865,,,,,Frag,53.039125160699996,C4H5
,,Loss_173.06856,0.024209960475605162,,,,,Frag,55.01838971852,C3H3O
,,Frag_121.01082,0.020233132459633117,,,,,Frag,121.02895440489999,C7H5O2
,,Frag_182.02746,0.018740489190973309,,,,,Frag,167.03443371338,C8H7O4
,,Frag_149.00578,0.018094609736714156,,,,,Frag,274.09267687418003,C11H16NO7
,,Loss_105.04242,0.018046848371792143,,,,,Frag,197.04499839976,C9H9O5
,,Loss_131.05804,0.012408434865909021,,,,,,,
,,Frag_271.07557,0.01086148889837267,,,,,,,
14,3,,,,1,0.54251035509253098,B_Possibly suggests 2-pyridone/ol substructure,,,
,,Frag_96.04454,0.54251035509253098,hit,,,,Frag,96.04493882018,C5H6NO
,,Frag_140.01679,0.10275866696625034,,,,,Frag,124.03985344227999,C6H6NO2
,,Frag_208.04286,0.055541245084944853,,,,,,,
,,Frag_166.03203,0.050108080327128865,,,,,,,
,,Loss_173.06856,0.024209960475605162,,,,,,,
,,Frag_121.01082,0.020233132459633117,,,,,,,
,,Frag_182.02746,0.018740489190973309,,,,,,,
,,Frag_149.00578,0.018094609736714156,,,,,,,
,,Loss_105.04242,0.018046848371792143,,,,,,,
,,Loss_131.05804,0.012408434865909021,,,,,,,
,,Frag_271.07557,0.01086148889837267,,,,,,,
14,3,,,,7,0.79720756588317743,U_Mass2Motif related to paracetamol-mercapturates,,,
,,Frag_96.04454,0.54251035509253098,hit,,,,Frag,140.01700951018,C6H6NOS
,,Frag_140.01679,0.10275866696625034,hit,,,,Frag,208.04322426084,C10H10NO2S
,,Frag_208.04286,0.055541245084944853,hit,,,,Frag,96.04493882018,C5H6NO
,,Frag_166.03203,0.050108080327128865,hit,,,,Frag,166.03265957446,C8H8NOS
,,Loss_173.06856,0.024209960475605162,,,,,Frag,112.02209488807999,C5H6NS
,,Frag_121.01082,0.020233132459633117,hit,,,,Frag,149.0061104728,C8H5SO
,,Frag_182.02746,0.018740489190973309,,,,,Frag,121.01119585069999,C7H5S
,,Frag_149.00578,0.018094609736714156,hit,,,,,,
,,Loss_105.04242,0.018046848371792143,,,,,,,
,,Loss_131.05804,0.012408434865909021,,,,,,,
,,Frag_271.07557,0.01086148889837267,,,,,,,
15,1,,,,1,0.4029024461023149,"B_Fragment ions indicative for trimethylated amine connected to a carboxylic acid group, i.e., like in betaine (MzCloud)",,,
,,Frag_118.08637,0.4029024461023149,hit,,,,Frag,58.06567426236,C3H8N
,,Frag_275.10823,0.15413290391156509,,,,,Frag,118.08680363511999,C5H12NO2
,,Frag_154.08573,0.072862950485290276,,,,,Frag,59.0734992945,C3H9N
,,Loss_173.1048,0.06154681499216956,,,,,Frag,59.0734992945,C3H9N
,,Frag_196.09714,0.058089238889391867,,,,,,,
,,Loss_187.16848,0.040955917826180077,,,,,,,
,,Frag_143.03207,0.030343580061107121,,,,,,,
,,Frag_171.14882,0.023328373379481886,,,,,,,
,,Frag_323.17226,0.017964879564309841,,,,,,,
,,Loss_80.01109,0.015862159368185465,,,,,,,
,,Frag_236.12608,0.010247803527218375,,,,,,,
16,0,,,,,,,,,
,,Frag_111.04408,0.29456601721044551,,,,,,,
,,Frag_110.06009,0.23858316839181565,,,,,,,
,,Loss_41.96215,0.17268492789596906,,,,,,,
,,Loss_71.07349,0.061893774458553999,,,,,,,
,,Frag_65.03878,0.039148451060697836,,,,,,,
,,Loss_86.98353,0.037440210444687032,,,,,,,
,,Loss_110.03677,0.021290141590019181,,,,,,,
,,Frag_176.04837,0.01189327636494065,,,,,,,
,,Frag_102.03734,0.011454410893928143,,,,,,,
,,Loss_59.97229,0.010483180415726724,,,,,,,
17,3,,,,1,0.88010257504006706,B_Unclear yet what these fragments relate to.,,,
,,Frag_86.05989,0.88010257504006706,hit,,,,Frag,206.10284762998,C8H16NO5
,,Frag_69.03363,0.01704745531280457,,,,,Frag,86.06058888445999,C4H8NO
,,Frag_104.07044,0.01643690512108378,,,,,Frag,74.06058888445999,C3H8NO
,,Frag_87.04418,0.013723538845647037,,,,,,,
,,Loss_136.01924,0.010939777088360272,,,,,,,
17,3,,,,2,0.89715003035287166,B_Possibly suggests 2-pyyrolidine substructure ? Mass2Motif not consistent over the four beers.,,,
,,Frag_86.05989,0.88010257504006706,hit,,,,Frag,86.06058888445999,C4H8NO
,,Frag_69.03363,0.01704745531280457,hit,,,,Frag,68.05002419808,C4H6N
,,Frag_104.07044,0.01643690512108378,,,,,Frag,69.0340397828,C4H5O
,,Frag_87.04418,0.013723538845647037,,,,,Frag,53.002739654239996,C3HO
,,Loss_136.01924,0.010939777088360272,,,,,,,
17,3,,,,1,0.88010257504006706,U_Aminobutyric acid related Mass2Motif,,,
,,Frag_86.05989,0.88010257504006706,hit,,,,Frag,86.06058888445999,C4H8NO
,,Frag_69.03363,0.01704745531280457,,,,,,,
,,Frag_104.07044,0.01643690512108378,,,,,,,
,,Frag_87.04418,0.013723538845647037,,,,,,,
,,Loss_136.01924,0.010939777088360272,,,,,,,
18,3,,,,1,0.38515380534298116,B_Fragments indicative for ethylphenol substructure (i.e. resulting from Tyramine ? MzCloud),,,
,,Loss_88.05222,0.40503322462457253,,,,,Frag,121.06533991136,C8H9O
,,Frag_93.06998,0.38515380534298116,hit,,,,Frag,103.05477522498,C8H7
,,Loss_176.10463,0.067372352403133384,,,,,Frag,91.05477522498,C7H7
,,Frag_195.1374,0.026425661512924244,,,,,Frag,53.039125160699996,C4H5
,,Frag_156.10244,0.021361670282135758,,,,,Frag,93.07042528926,C7H9
,,Loss_90.06792,0.014536322161280223,,,,,,,
18,3,,,,2,0.38632977152680248,"U_Alkyl aromatic substructure ? indicative for aromatic ring with 2-carbon alkyl chain attached, i.e., phenylethene fragment",,,
,,Loss_88.05222,0.40503322462457253,,,,,Frag,91.05477522498,C7H7
,,Frag_93.06998,0.38515380534298116,hit,,,,Frag,79.05477522498,C6H7
,,Loss_176.10463,0.067372352403133384,,,,,Frag,67.05477522498,C5H7
,,Frag_195.1374,0.026425661512924244,,,,,Frag,105.07042528926,C8H9
,,Frag_156.10244,0.021361670282135758,,,,,Frag,81.07042528926,C6H9
,,Loss_90.06792,0.014536322161280223,,,,,Frag,93.07042528926,C7H9
,,,,,,,,Frag,53.039125160699996,C4H5
,,,,,,,,Frag,55.05477522498,C4H7
18,3,,,,2,0.38632977152680248,B_Possibly suggests alkylbenzene substructure.,,,
,,Loss_88.05222,0.40503322462457253,,,,,Frag,67.05477522498,C5H7
,,Frag_93.06998,0.38515380534298116,hit,,,,Frag,81.07042528926,C6H9
,,Loss_176.10463,0.067372352403133384,,,,,Frag,55.05477522498,C4H7
,,Frag_195.1374,0.026425661512924244,,,,,Frag,149.13302554638,C11H17
,,Frag_156.10244,0.021361670282135758,,,,,Frag,277.21675517626,C18H29O2
,,Loss_90.06792,0.014536322161280223,,,,,Frag,295.22731986264,C18H31O3
,,,,,,,,Frag,93.07042528926,C7H9
,,,,,,,,Frag,71.08607535354,C5H11
,,,,,,,,Frag,141.12794016848,C9H17O
,,,,,,,,Frag,169.12285479058,C10H17O2
19,0,,,,,,,,,
,,Loss_114.06794,0.39970856040416042,,,,,,,
,,Loss_106.02643,0.2653640187466122,,,,,,,
,,Loss_128.08365,0.058845187141902053,,,,,,,
,,Loss_160.0734,0.03944206061663668,,,,,,,
,,Frag_126.07742,0.023007807632900983,,,,,,,
,,Loss_140.08359,0.014216216974225981,,,,,,,
,,Frag_251.20107,0.011776295019994736,,,,,,,
,,Frag_223.13199,0.010819780764938339,,,,,,,
20,0,,,,,,,,,
,,Loss_113.08406,0.343663494258031,,,,,,,
,,Loss_159.08966,0.16676153060008567,,,,,,,
,,Frag_229.15472,0.07737660147922179,,,,,,,
,,Frag_197.1285,0.068678509801286966,,,,,,,
,,Frag_173.09311,0.055853759542634163,,,,,,,
,,Loss_187.08408,0.022512884171283973,,,,,,,
,,Loss_131.09437,0.019802557487841817,,,,,,,
,,Frag_183.14892,0.017285255694624437,,,,,,,
,,Frag_203.10362,0.016979636349684423,,,,,,,
,,Frag_84.04455,0.016254556267615586,,,,,,,
,,Loss_99.06824,0.01460726030301162,,,,,,,
,,Frag_169.13387,0.01402319515823032,,,,,,,
,,Loss_96.05748,0.011664069644950712,,,,,,,
,,Frag_114.09148,0.011070576901968415,,,,,,,
21,1,,,,4,0.37523592949143081,B_Fragment ions indicative for guanine (C5H5N5O) based substructure,,,
,,Frag_110.03494,0.23782067754081976,hit,,,,Frag,152.05723484114,C5H6N5O
,,Frag_151.06186,0.12519120049993371,,,,,Frag,153.04125042586,C5H5N4O2
,,Frag_55.02935,0.097455754373677164,hit,,,,Frag,110.03543676638,C4H4N3O
,,Frag_128.04572,0.05060906979279467,,,,,Frag,135.03068573948,C5H3N4O
,,Frag_82.04012,0.046258537168725862,,,,,Frag,55.029623106900004,C2H3N2
,,Loss_173.06856,0.044918089855604727,,,,,,,
,,Loss_70.05304,0.032415279396672374,,,,,,,
,,Frag_135.0297,0.024433517229896822,hit,,,,,,
,,Frag_94.04027,0.024361346494536789,,,,,,,
,,Loss_24.01091,0.020302545198996515,,,,,,,
,,Loss_82.01665,0.019698623545425335,,,,,,,
,,Loss_97.02781,0.019630523427625366,,,,,,,
,,Loss_43.00566,0.019156532705065798,,,,,,,
,,Frag_153.04061,0.015525980347037074,hit,,,,,,
,,Loss_27.0473,0.014133955511475681,,,,,,,
,,Loss_125.0586,0.013012275074893616,,,,,,,
,,Loss_57.02139,0.012631141594009349,,,,,,,
,,Loss_109.02758,0.012304419454239978,,,,,,,
,,Loss_70.01657,0.011410577528751211,,,,,,,
22,0,,,,,,,,,
,,Frag_150.09143,0.16771887477294384,,,,,,,
,,Frag_188.10517,0.06818360109024206,,,,,,,
,,Loss_131.06927,0.060878451189887925,,,,,,,
,,Frag_147.08078,0.047413184819990427,,,,,,,
,,Frag_182.06128,0.043909384188045963,,,,,,,
,,Loss_97.96712,0.036843240117812127,,,,,,,
,,Loss_83.03698,0.034407364171481242,,,,,,,
,,Loss_173.09173,0.030653596118592578,,,,,,,
,,Frag_172.07581,0.029189559620394621,,,,,,,
,,Frag_207.101,0.027488558274001859,,,,,,,
,,Frag_159.06798,0.020965811114045198,,,,,,,
,,Loss_199.97528,0.019902566238745735,,,,,,,
,,Frag_120.08067,0.019007030711366928,,,,,,,
,,Loss_180.0996,0.015658193172228795,,,,,,,
,,Loss_109.05262,0.013726003802572377,,,,,,,
,,Frag_93.06998,0.013477224935229326,,,,,,,
,,Frag_170.09607,0.012806503525511924,,,,,,,
,,Frag_176.04,0.012682679878656631,,,,,,,
,,Frag_115.0545,0.012267973055607562,,,,,,,
,,Loss_178.07819,0.011032006655689017,,,,,,,
23,0,,,,,,,,,
,,Frag_96.08079,0.33971582657500426,,,,,,,
,,Loss_176.07854,0.081849839835587232,,,,,,,
,,Loss_186.06364,0.058010296690835642,,,,,,,
,,Loss_140.05838,0.053976470440379266,,,,,,,
,,Loss_143.02169,0.040834490882771808,,,,,,,
,,Loss_190.0896,0.037686397391295798,,,,,,,
,,Frag_238.11849,0.029934575108071661,,,,,,,
,,Frag_164.03442,0.026808369062765274,,,,,,,
,,Loss_103.09952,0.024886666863835311,,,,,,,
,,Frag_387.21193,0.020981602428643335,,,,,,,
,,Frag_179.11836,0.018372654691421405,,,,,,,
,,Loss_149.0769,0.011640597128266246,,,,,,,
24,1,,,,3,0.39858140826856614,"U_[C=O]-NH-CH2-phenyl substructure related Mass2Motif ? i.e., present in benzylurea",,,
,,Frag_134.0601,0.27468277491519549,hit,,,,Frag,53.039125160699996,C4H5
,,Frag_107.04918,0.25202464853969714,,,,,Frag,134.06058888446,C8H8NO
,,Frag_106.06536,0.097918374215800214,hit,,,,Frag,168.06606819293998,C8H10NO3
,,Loss_151.06268,0.046867665775549121,,,,,Frag,106.06567426235999,C7H8N
,,Loss_197.06825,0.045962298462999693,,,,,,,
,,Frag_53.03897,0.025980259137570381,hit,,,,,,
,,Frag_114.00117,0.021693634261021395,,,,,,,
,,Loss_139.06306,0.017922253674733872,,,,,,,
,,Loss_167.05856,0.01658499509119064,,,,,,,
,,Frag_79.0541,0.015172809793120674,,,,,,,
,,Frag_160.04328,0.013412510357002951,,,,,,,
,,Frag_211.07345,0.011405499022551852,,,,,,,
25,0,,,,,,,,,
,,Loss_62.00037,0.40476543872476056,,,,,,,
,,Frag_150.05544,0.12524555936098503,,,,,,,
,,Frag_136.03961,0.050856506194837961,,,,,,,
,,Frag_148.11166,0.047825253642167852,,,,,,,
,,Frag_175.12017,0.03320870856706605,,,,,,,
,,Frag_181.08593,0.031231511632358617,,,,,,,
,,Loss_89.0109,0.027678581555488368,,,,,,,
,,Frag_106.06536,0.027064134340491534,,,,,,,
,,Frag_178.05059,0.0191993353890039,,,,,,,
,,Loss_107.02193,0.014536680812136282,,,,,,,
,,Loss_80.01109,0.01338203499411221,,,,,,,
,,Loss_153.04227,0.013229405604425959,,,,,,,
26,4,,,,1,0.30673525592652195,"B_Fragments indicative of a [hexose-H2O] substructure ? i.e., indicative for a hexose (like glucose) conjugation (MzCloud)",,,
,,Frag_85.02837,0.30673525592652195,hit,,,,Frag,85.02895440489999,C4H5O2
,,Loss_191.15211,0.16605248778337475,,,,,Frag,145.05008377766,C6H9O4
,,Loss_177.09993,0.15581673463446211,,,,,Frag,127.03951909128,C6H7O3
